-68.798	-68.817	-68.572	-69.891	-68.610	-68.591	-67.844	-69.871	-69.007	-69.198	-69.370	-68.384	-69.007	-67.696	-69.370	-69.524	-68.553	-69.466	-68.234	-68.515	-68.988	-68.817	-68.216	-68.610	-70.438	-69.351	-68.723	-68.628	-68.048	-67.936	-68.723	-68.893	-69.140	-69.140	-68.779	-68.534	-68.515	-68.365	-70.183	-68.459	-70.261	-68.798	-69.562	-68.779	-68.798	-69.121	-69.121	-69.370	-68.855	-69.179	-68.178	-69.389	-68.384	-68.066	-68.384	-69.007	-69.485	-67.881	-68.893	-68.591	-67.604	-68.347	-68.950	-68.253	-68.384	-68.459	-67.770	-69.064	-68.553	-67.881	-68.309	-68.572	-68.216	-68.647	-67.677	-67.881	-68.779	-68.591	-69.312	-67.955	-68.459	-69.179	-67.899	-67.936	-69.930	-67.200	-68.029	-68.309	-67.918	-67.844	-67.714	-67.475	-67.788	-68.253	-67.899	-67.164	-66.620	-68.384	-67.974	-67.918	-67.164	-67.438	-66.315	-67.402	-64.854	-61.628	-56.618	-49.529	-25.975	-13.322	-11.589	-12.815	-20.992	-15.504	-15.901	-15.736	-10.874	-8.980	-15.302	-18.867	-16.664	-12.613	-25.006	-19.740	-17.312	-11.710	-9.560	-9.076	-7.560	-15.661	-10.966	-17.688	-23.157	-20.976	-10.187	-17.865	-12.153	-10.488	-19.629	-19.954	-16.383	-10.649	-9.567	-9.269	-7.330	-11.483	-20.089	-21.802	-21.266	-20.375	-12.656	-11.369	-18.329	-17.527	-8.780	-8.657	-18.882	-20.607	-20.896	-19.692	-17.827	-16.747	-9.263	-8.486	-16.187	-16.315	-16.029	-13.693	-12.526	-10.874	-7.892	-5.979	-5.179	-6.145	-7.533	-9.741	-13.708	-13.803	-6.826	-5.760
-68.553	-68.969	-68.459	-68.029	-67.936	-68.742	-68.141	-67.844	-68.950	-68.572	-68.104	-68.817	-68.384	-69.159	-69.428	-68.779	-68.515	-69.007	-69.255	-68.742	-68.440	-68.836	-68.912	-69.293	-68.497	-68.104	-68.647	-68.931	-68.572	-69.601	-68.855	-68.855	-67.788	-69.236	-69.083	-68.534	-68.497	-68.553	-69.678	-68.723	-69.447	-67.788	-67.899	-67.733	-68.478	-69.236	-69.007	-69.045	-69.293	-69.007	-68.403	-67.918	-68.253	-68.216	-69.351	-67.622	-68.534	-66.946	-66.946	-68.048	-68.104	-68.048	-67.770	-67.955	-67.055	-67.585	-67.420	-68.440	-67.659	-68.085	-68.836	-68.048	-68.704	-67.918	-67.677	-67.807	-68.685	-68.234	-69.504	-68.704	-68.066	-69.389	-67.328	-67.881	-68.048	-68.104	-68.478	-68.048	-68.197	-68.572	-67.825	-67.751	-67.585	-67.751	-68.874	-68.085	-67.733	-68.365	-67.862	-67.219	-67.770	-66.279	-67.292	-67.512	-65.098	-63.641	-59.035	-53.170	-37.877	-14.390	-11.213	-9.111	-21.810	-15.265	-12.995	-20.599	-12.894	-8.856	-10.572	-14.656	-16.861	-13.766	-25.279	-17.312	-17.350	-16.232	-9.998	-9.290	-7.297	-12.807	-8.911	-18.539	-22.595	-20.240	-10.347	-18.984	-11.206	-13.220	-21.049	-21.194	-19.542	-14.760	-10.417	-9.866	-6.665	-8.212	-14.656	-20.735	-20.759	-19.558	-11.433	-12.851	-17.911	-16.618	-7.899	-9.567	-19.023	-20.599	-20.639	-19.424	-18.058	-16.029	-8.117	-9.456	-16.793	-16.922	-16.142	-10.312	-9.539	-12.268	-11.946	-8.274	-6.284	-4.929	-5.641	-6.933	-7.892	-10.530	-5.601	-6.545
-70.027	-69.581	-68.440	-69.236	-67.807	-68.874	-71.352	-69.620	-68.515	-69.601	-69.543	-69.236	-68.309	-69.007	-69.140	-68.893	-69.581	-68.497	-69.255	-67.936	-69.064	-67.955	-69.659	-69.813	-69.159	-68.534	-68.798	-67.641	-69.026	-68.874	-68.666	-68.122	-68.969	-69.293	-69.083	-68.610	-68.309	-68.178	-68.515	-68.742	-69.659	-68.591	-69.447	-68.723	-68.969	-69.255	-68.893	-69.045	-68.988	-69.255	-67.881	-69.159	-68.969	-68.085	-67.733	-66.873	-66.891	-66.982	-66.891	-66.982	-66.476	-66.946	-67.604	-67.292	-67.585	-68.216	-67.475	-67.457	-68.160	-67.714	-67.936	-67.881	-67.807	-67.585	-67.992	-68.122	-68.515	-68.365	-68.969	-67.493	-68.122	-68.440	-67.164	-68.422	-68.459	-67.788	-68.066	-68.610	-67.036	-67.881	-67.328	-67.770	-67.659	-67.641	-67.493	-67.091	-67.292	-68.628	-68.011	-68.685	-66.244	-67.992	-66.946	-66.279	-64.976	-63.743	-61.034	-55.480	-46.707	-21.339	-11.931	-8.677	-21.049	-15.056	-13.438	-23.840	-15.042	-10.544	-11.242	-9.706	-16.930	-14.789	-25.793	-15.317	-18.345	-14.737	-13.803	-9.998	-7.196	-8.629	-7.351	-19.827	-22.497	-19.661	-10.040	-19.008	-10.201	-15.116	-21.802	-22.242	-20.816	-16.142	-13.460	-9.810	-8.383	-8.246	-9.629	-15.436	-19.558	-18.906	-10.117	-13.577	-17.442	-15.856	-6.418	-10.825	-19.251	-20.687	-20.160	-19.180	-17.527	-15.601	-8.090	-10.684	-16.664	-16.778	-15.190	-7.560	-5.819	-13.220	-13.715	-11.774	-9.373	-6.451	-5.423	-5.140	-5.766	-5.548	-4.348	-6.880
-69.428	-68.309	-68.591	-68.141	-67.788	-69.428	-68.141	-68.704	-69.930	-69.504	-68.912	-69.255	-69.026	-68.836	-68.290	-69.236	-69.755	-68.798	-68.591	-68.122	-68.779	-68.874	-68.761	-67.936	-68.969	-68.874	-68.666	-68.931	-69.102	-67.714	-68.403	-67.659	-69.524	-68.685	-68.197	-68.685	-68.893	-69.601	-69.755	-68.988	-68.234	-67.292	-68.931	-68.874	-70.952	-69.236	-69.562	-69.389	-68.723	-68.178	-67.770	-68.534	-67.714	-66.620	-64.561	-63.138	-62.889	-61.499	-60.369	-60.558	-60.907	-61.580	-62.279	-63.222	-63.776	-65.307	-65.693	-66.190	-67.402	-66.819	-67.530	-67.659	-68.066	-67.548	-66.441	-67.733	-67.807	-68.309	-67.733	-67.641	-65.959	-67.955	-67.036	-67.182	-67.219	-67.091	-67.200	-67.328	-67.347	-67.365	-67.127	-67.493	-67.200	-67.677	-67.457	-67.273	-67.899	-66.855	-67.420	-67.310	-67.825	-67.310	-67.109	-66.012	-66.101	-64.699	-62.213	-58.276	-51.233	-32.544	-14.324	-8.966	-14.737	-14.567	-14.471	-24.185	-17.696	-10.952	-11.178	-9.263	-15.287	-16.877	-25.768	-14.678	-18.508	-10.804	-18.984	-11.974	-9.276	-9.083	-6.411	-19.732	-22.071	-18.298	-10.867	-19.070	-8.527	-17.358	-23.041	-22.826	-19.779	-9.775	-15.946	-13.061	-9.741	-8.219	-8.760	-9.692	-14.708	-17.726	-9.435	-14.619	-18.035	-15.519	-6.271	-12.311	-19.259	-20.335	-20.375	-19.102	-17.075	-15.414	-7.277	-11.831	-16.747	-15.931	-13.840	-6.364	-6.933	-14.767	-15.168	-13.723	-12.339	-9.991	-6.498	-5.456	-4.205	-4.309	-3.828	-6.344
-67.548	-69.370	-69.312	-68.403	-69.140	-68.761	-67.992	-68.798	-68.553	-69.504	-68.685	-67.807	-67.899	-67.751	-68.742	-69.255	-68.328	-68.874	-69.198	-68.011	-68.553	-67.273	-68.459	-68.534	-69.140	-67.273	-68.066	-68.347	-69.255	-67.310	-69.408	-68.931	-69.370	-68.685	-69.351	-68.817	-68.685	-69.504	-69.775	-68.422	-68.515	-68.309	-68.931	-68.328	-69.045	-68.234	-69.064	-69.140	-68.572	-67.018	-69.236	-67.844	-65.359	-59.791	-48.722	-41.028	-36.686	-34.125	-31.908	-30.582	-31.261	-32.201	-35.060	-39.357	-43.803	-49.478	-53.511	-57.071	-59.791	-60.875	-63.372	-64.389	-65.412	-65.045	-65.237	-65.377	-65.289	-65.465	-65.623	-65.272	-63.641	-62.972	-61.371	-62.132	-61.306	-62.922	-62.607	-63.055	-63.005	-64.424	-64.803	-65.202	-66.747	-66.982	-66.620	-66.262	-67.055	-67.751	-67.383	-67.255	-67.182	-65.959	-67.164	-66.710	-65.430	-64.906	-60.796	-59.250	-54.048	-42.578	-17.442	-11.249	-11.383	-14.479	-16.089	-23.099	-16.051	-13.256	-11.114	-8.322	-9.304	-18.236	-25.759	-13.927	-18.004	-12.289	-21.242	-17.289	-10.361	-8.438	-4.870	-13.489	-20.904	-16.240	-11.831	-19.055	-8.199	-18.508	-22.818	-22.333	-18.159	-7.398	-15.991	-17.212	-11.397	-9.359	-8.097	-8.767	-8.629	-12.952	-8.192	-15.310	-17.496	-14.730	-5.859	-14.228	-19.708	-20.312	-20.319	-18.337	-17.144	-14.258	-6.638	-12.901	-17.151	-15.079	-12.865	-4.589	-8.705	-15.564	-16.338	-15.205	-13.942	-12.735	-10.762	-7.378	-5.192	-4.016	-4.205	-5.972
-69.543	-68.440	-68.253	-69.179	-68.572	-68.893	-67.807	-68.534	-69.255	-68.610	-68.855	-68.742	-68.950	-68.610	-69.007	-68.422	-68.178	-68.817	-69.026	-68.798	-68.779	-67.733	-67.641	-69.159	-69.159	-68.178	-69.198	-69.102	-68.817	-69.045	-69.736	-68.723	-68.591	-69.121	-68.723	-68.704	-69.543	-69.562	-69.045	-68.497	-68.723	-68.122	-69.007	-68.817	-67.955	-69.543	-69.620	-69.466	-67.992	-68.553	-67.622	-65.570	-57.946	-33.070	-20.583	-18.937	-17.773	-17.657	-17.465	-17.550	-17.335	-17.819	-17.865	-18.633	-19.803	-20.944	-22.777	-25.682	-29.765	-34.566	-40.009	-45.466	-49.124	-50.594	-52.980	-53.539	-53.786	-53.566	-51.364	-48.248	-44.471	-42.432	-39.167	-37.330	-36.049	-36.331	-36.829	-38.398	-41.742	-46.214	-52.199	-57.797	-59.962	-61.531	-63.827	-63.776	-65.852	-65.167	-66.602	-66.119	-66.351	-66.226	-65.307	-65.941	-65.011	-63.389	-61.725	-59.143	-54.731	-47.927	-25.270	-12.721	-11.355	-13.511	-17.634	-22.234	-16.074	-16.202	-11.554	-8.904	-8.349	-18.244	-24.649	-13.584	-17.266	-13.942	-23.124	-21.307	-12.239	-9.636	-6.819	-8.451	-16.353	-13.898	-13.119	-18.314	-7.831	-19.684	-22.694	-22.292	-17.014	-7.899	-17.796	-18.267	-15.833	-10.509	-8.705	-7.865	-7.852	-7.797	-7.270	-15.954	-17.144	-13.438	-5.660	-15.534	-19.369	-20.567	-20.025	-18.672	-16.489	-13.774	-6.411	-13.635	-16.717	-15.153	-12.354	-4.609	-9.609	-16.580	-17.060	-16.459	-15.481	-14.346	-13.336	-11.263	-8.097	-5.601	-4.674	-6.371
-67.992	-68.104	-68.403	-68.761	-68.459	-68.779	-68.988	-68.141	-69.466	-67.992	-68.798	-67.714	-67.788	-68.365	-69.007	-69.293	-68.610	-68.761	-69.389	-68.610	-68.253	-68.628	-70.105	-69.140	-68.197	-67.622	-69.274	-68.988	-68.515	-68.572	-69.620	-68.931	-68.855	-68.817	-68.912	-69.026	-68.048	-69.083	-68.365	-68.178	-68.365	-68.422	-69.312	-68.855	-68.855	-68.309	-68.798	-68.988	-68.685	-67.881	-67.714	-64.561	-46.852	-18.384	-15.646	-14.797	-14.170	-13.686	-14.052	-14.074	-14.162	-14.192	-14.760	-15.347	-15.242	-15.863	-16.293	-16.565	-17.342	-17.780	-18.617	-19.440	-20.455	-21.089	-22.218	-22.308	-22.234	-22.292	-21.493	-20.527	-20.073	-19.251	-18.804	-19.047	-18.875	-19.016	-19.078	-19.385	-20.168	-20.663	-23.381	-25.759	-30.398	-37.269	-43.301	-48.497	-53.745	-55.766	-57.782	-57.797	-58.021	-56.910	-56.925	-55.751	-54.661	-53.374	-51.919	-50.065	-48.001	-45.195	-32.467	-12.641	-10.663	-9.894	-19.196	-19.408	-15.788	-14.206	-15.392	-10.481	-7.384	-12.865	-21.818	-13.518	-15.999	-16.626	-23.991	-21.769	-16.112	-9.734	-7.865	-8.090	-8.664	-10.523	-14.575	-17.205	-8.178	-20.391	-22.398	-21.891	-15.354	-9.325	-18.508	-15.691	-12.160	-14.708	-10.075	-8.451	-6.953	-7.270	-7.250	-13.818	-16.210	-12.807	-5.912	-16.671	-19.392	-19.906	-20.136	-18.260	-16.338	-12.887	-6.511	-14.789	-16.793	-15.250	-11.447	-4.146	-11.461	-16.512	-17.327	-17.044	-16.603	-15.893	-14.346	-13.752	-11.967	-8.479	-6.672	-6.404
-68.141	-67.567	-69.140	-69.833	-68.628	-68.969	-68.666	-68.704	-68.836	-68.515	-69.466	-68.628	-68.234	-68.104	-69.466	-68.328	-67.585	-67.677	-68.836	-67.696	-68.912	-68.365	-69.026	-67.696	-69.045	-68.628	-69.121	-68.553	-68.534	-68.440	-69.988	-69.620	-69.026	-68.534	-68.066	-68.290	-68.328	-68.628	-68.855	-68.591	-69.351	-69.064	-68.497	-68.253	-68.422	-68.591	-69.198	-68.855	-68.178	-68.253	-65.746	-62.148	-39.474	-14.952	-12.937	-12.577	-12.605	-12.339	-12.031	-12.569	-12.447	-12.923	-12.569	-12.880	-12.909	-13.351	-13.620	-13.745	-13.869	-14.405	-14.435	-15.198	-15.123	-15.272	-15.451	-15.459	-15.931	-15.661	-15.534	-15.183	-15.190	-14.990	-15.317	-15.429	-15.324	-15.556	-15.384	-15.668	-16.074	-16.497	-17.626	-17.619	-18.609	-19.322	-20.256	-21.680	-23.748	-25.347	-26.165	-27.441	-27.423	-27.062	-25.949	-25.356	-24.378	-22.991	-22.768	-22.431	-21.785	-20.335	-19.298	-16.421	-11.412	-9.984	-18.851	-17.588	-15.886	-16.157	-20.383	-10.460	-8.274	-9.935	-16.763	-14.155	-14.834	-18.726	-24.378	-18.524	-13.993	-13.365	-8.629	-7.926	-7.054	-6.565	-14.575	-16.082	-9.083	-21.761	-22.768	-21.396	-13.358	-10.312	-18.922	-14.103	-9.131	-16.376	-14.915	-9.616	-8.158	-6.652	-6.739	-8.987	-13.686	-11.100	-6.145	-17.228	-19.637	-20.256	-19.645	-17.865	-16.383	-11.781	-7.960	-15.198	-17.220	-14.752	-10.832	-4.283	-12.930	-17.151	-17.611	-17.327	-16.611	-15.871	-15.519	-14.730	-13.745	-12.454	-9.249	-7.236
-67.493	-68.893	-68.950	-68.950	-68.893	-68.178	-69.813	-67.862	-69.217	-68.874	-68.666	-68.779	-69.717	-69.794	-68.610	-68.704	-68.497	-68.104	-68.704	-68.534	-68.742	-68.515	-68.591	-69.083	-68.610	-68.384	-68.572	-68.874	-67.567	-67.512	-69.717	-68.912	-68.761	-69.717	-68.950	-68.309	-68.328	-68.704	-68.988	-69.026	-69.370	-68.988	-69.852	-68.628	-68.591	-68.836	-69.717	-69.236	-68.253	-68.048	-66.333	-58.473	-33.156	-13.935	-11.767	-11.981	-12.074	-11.789	-11.810	-12.060	-11.846	-11.831	-11.931	-11.931	-11.981	-12.067	-12.217	-12.153	-12.649	-12.383	-12.153	-12.505	-12.598	-12.678	-13.438	-13.373	-13.402	-13.482	-13.235	-13.133	-12.721	-13.068	-13.046	-13.133	-13.119	-12.981	-13.307	-13.242	-13.737	-13.832	-14.236	-14.737	-15.190	-15.683	-16.414	-16.482	-16.945	-17.580	-17.649	-17.711	-17.657	-17.750	-17.688	-17.350	-17.696	-16.869	-16.938	-16.573	-15.601	-14.752	-13.148	-17.573	-12.815	-9.984	-13.162	-14.331	-15.012	-19.039	-23.623	-13.518	-9.616	-10.361	-10.012	-15.012	-12.959	-20.872	-24.887	-16.300	-14.715	-17.888	-9.803	-7.954	-7.933	-5.859	-13.862	-14.626	-10.804	-21.907	-22.488	-21.631	-10.938	-11.988	-18.976	-11.917	-10.839	-18.384	-18.027	-13.935	-9.401	-8.417	-7.411	-8.746	-9.083	-8.643	-7.364	-17.573	-19.898	-20.471	-19.637	-17.888	-16.293	-10.523	-7.702	-16.097	-16.747	-14.730	-9.519	-4.237	-13.569	-16.839	-18.004	-17.619	-17.159	-16.976	-16.588	-15.676	-15.034	-13.971	-13.184	-10.481
-68.141	-68.912	-69.775	-68.988	-68.912	-68.685	-69.179	-67.825	-68.122	-70.536	-69.045	-70.497	-68.628	-68.272	-68.704	-68.685	-68.610	-68.141	-68.950	-68.253	-67.974	-68.874	-69.428	-68.422	-70.853	-69.255	-68.779	-69.083	-69.179	-67.622	-68.234	-69.852	-70.615	-68.723	-68.723	-68.160	-67.918	-69.140	-68.855	-68.534	-69.351	-67.365	-69.852	-68.779	-68.761	-68.685	-69.255	-69.217	-68.969	-68.459	-65.307	-58.246	-29.219	-13.373	-11.831	-11.419	-11.468	-11.518	-11.270	-11.497	-11.348	-11.298	-11.044	-11.150	-11.242	-11.044	-11.561	-11.917	-11.476	-11.369	-11.596	-11.568	-12.132	-11.689	-11.860	-11.946	-12.210	-12.017	-12.146	-11.846	-11.974	-11.981	-11.817	-11.896	-12.153	-12.010	-11.767	-12.103	-12.289	-12.577	-12.620	-13.075	-12.995	-13.533	-13.526	-13.577	-13.598	-13.664	-14.184	-14.140	-14.045	-14.295	-14.015	-13.569	-14.214	-13.402	-13.467	-13.818	-12.829	-12.822	-12.031	-14.634	-13.650	-10.628	-11.419	-10.312	-14.656	-21.105	-22.801	-16.580	-9.539	-9.567	-8.719	-15.280	-11.710	-22.218	-24.912	-13.979	-16.649	-14.863	-14.878	-9.076	-8.137	-5.746	-9.866	-11.554	-12.167	-22.760	-22.735	-21.186	-9.845	-14.118	-19.031	-11.178	-12.426	-19.330	-19.047	-17.696	-13.140	-9.796	-8.335	-8.049	-8.035	-6.145	-8.397	-18.524	-19.969	-20.240	-19.117	-17.381	-16.444	-9.768	-8.588	-16.467	-16.542	-14.324	-8.602	-4.792	-14.486	-17.350	-17.742	-17.144	-17.113	-16.611	-16.725	-16.187	-15.519	-12.217	-13.206	-13.126
